,Unnamed: 0,Lang_ID,GB020,GB021,GB022,GB023,GB026,GB027,GB028,GB030,GB031,GB035,GB036,GB037,GB038,GB039,GB041,GB042,GB043,GB044,GB046,GB047,GB048,GB049,GB051,GB052,GB053,GB054,GB057,GB058,GB059,GB068,GB069,GB070,GB071,GB072,GB073,GB074,GB075,GB079,GB080,GB081,GB082,GB083,GB084,GB086,GB089,GB090,GB091,GB092,GB093,GB094,GB095,GB096,GB098,GB099,GB103,GB104,GB105,GB107,GB108,GB109,GB110,GB111,GB113,GB114,GB115,GB116,GB117,GB118,GB119,GB120,GB121,GB122,GB123,GB124,GB126,GB127,GB129,GB131,GB132,GB133,GB134,GB135,GB136,GB137,GB138,GB139,GB140,GB146,GB147,GB148,GB149,GB150,GB151,GB152,GB155,GB156,GB158,GB159,GB160,GB165,GB166,GB167,GB170,GB171,GB172,GB177,GB184,GB185,GB186,GB187,GB188,GB192,GB196,GB197,GB198,GB204,GB250,GB252,GB253,GB254,GB256,GB257,GB260,GB262,GB263,GB264,GB265,GB266,GB270,GB273,GB275,GB276,GB285,GB286,GB291,GB296,GB297,GB298,GB299,GB300,GB301,GB302,GB303,GB304,GB305,GB306,GB309,GB312,GB313,GB314,GB315,GB316,GB317,GB318,GB319,GB320,GB321,GB322,GB323,GB324,GB325,GB326,GB327,GB328,GB329,GB330,GB331,GB333,GB334,GB335,GB336,GB400,GB401,GB402,GB403,GB408,GB409,GB410,GB415,GB421,GB422,GB430,GB431,GB432,GB433,GB519,GB520,GB521,GB522,GB065_1,GB065_2,GB193_1,GB193_2,GB203_1,GB203_2,GB024_1,GB024_2,GB130_1,GB130_2,GB025_1,GB025_2
615,615,faro1244,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0
619,619,fiji1243,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,?,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,?,?,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,?,0,0,0,?,?,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,?,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,?,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
620,620,fili1244,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,?,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,?,?,?,?,?,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1
624,624,finn1318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
627,627,fonn1241,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,?,0,1,0,0,0,0,0,1,1,?,?,?,?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,?,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
630,630,fran1266,0,?,1,0,0,0,1,0,0,1,0,0,0,0,?,0,0,1,?,1,?,1,0,0,0,0,0,0,0,?,0,1,1,1,?,0,1,1,1,0,?,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,?,1,0,1,?,1,1,1,1,1,1,1,?,0,1,0,0,1,1,1,0,1,1,1,?,1,0,1,0,0,0,1,0,1,?,?,0,0,0,0,0,0,0,1,?,?,?,?,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,?,?,?,?,?,?,0,1,0,?,0,1,0,0,?,0,0,?,?,?,?,1,0,0,0,0,0,0,0,0,0,0,1,0,?,0,1,?,0,0,0,1,0,0,0,0,?,0,0,0,1,0,0,?,?,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0
642,642,gaga1249,0,0,1,0,?,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,?,1,0,0,0,0,?,1,0,?,0,?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,?,0,0,0,0,1,0,0,?,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0
648,648,gali1262,0,1,1,0,0,?,1,0,0,1,0,1,0,?,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,?,0,0,0,0,?,1,0,0,0,0,1,1,1,0,1,0,0,0,0,?,0,?,0,0,0,0,0,1,1,1,0,0,0,?,0,?,?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,?,0,0,0,1,?,0,0,0,0,?,?,?,?,?,?,0,1,0,0,?,0,1,0,0,0,0,1,0,0,1,1,0,?,0,0,0,0,0,0,0,0,0,0,0,0,1,1,?,?,?,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
649,649,galo1242,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,?,0,?,?,?,0,0,0,0,?,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,?,1,0,0,0,0,1,1,1,0,1,0,1,?,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,?,0,0,0,0,?,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,?,0,0,0,0,1,0,0,1,?,1,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,?,1,1,1,1,?,?,1,0,1,0,1,1
651,651,gamo1243,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,?,1,0,1,?,0,1,?,0,0,0,1,1,1,1,1,0,1,0,?,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,1,0,0,?,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,?,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0
653,653,gand1255,1,0,0,1,0,0,1,1,0,?,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,no_cov,1,0,0,1,1,no_cov,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,no_cov,no_cov,no_cov,0,0,0,0,?,0,0,1,0,?,?,1,0,1,1,?,?,1,0,0,0,?,?,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,?,0,1,?,?,?,0,0,0,0,0,1,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,?,0,1,?,?,?,?,1,0,0,?,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,no_cov,0,1,0,1,?,?,0,1,1,0,0,1
654,654,gang1266,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,?,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,?,1,1,0,0,0,1,1,0,0,0,?,0,0,0,0,?,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,?,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,?,0,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,0,1,0,0,1,0,0,0,?,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,?,1,0,1,1,0,1,0,1,1,0,0,1
657,657,gapa1238,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,?,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,?,?,?,?,0,0,0,1,1,0,0,0,1,0,?,?,0,0,0,0,0,0,1,0,1,1,?,0,0,0,0,0,0,1,1,0,1,?,?,0,0,0,0,?,?,?,?,?,?,?,0,0,1,0,?,?,?,?,?,?,0,0,0,?,0,0,1,?,?,?,?,?,?,?,0,1,1,0,0,0,0,0,0,0,0,?,?,0,0,1,1,0,0,0,0,0,1,1,0,0,?,?,?,0,0,1,?,1,0,0,0,0,1,0,0,0,1,1,1,0,1,?,?,0,1,1,0,1,0
675,675,gheg1238,1,0,1,1,0,?,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,?,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,?,?,1,0,0,?,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,?,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,?,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0
680,680,gilb1244,0,0,0,0,?,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,?,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,?,0,0,0,?,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,?,?,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1,0,1,?,?,0,0,0,0,1,0,0,0,?,1,0,0,0,0,1,?,?,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,?,?,1,0,1,0,0,1
682,682,gira1247,0,0,0,0,0,?,0,0,1,1,0,0,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,?,0,0,0,1,1,?,1,1,1,1,?,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,1,?,0,0,0,1,1,1,0,1,0,1,0,0,0,0,?,0,0,1,1,?,0,0,0,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,?,1,?,?,?,?,?,?,0,0,0,0,?,0,?,0,0,1,0,?,?,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1
698,698,guah1255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,?,1,1,1,1,1,1,?,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,?,0,0,1,1,?,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,?,0,0,?,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,1,0,1,0,?,?,?,?,0,?,?,?,0,0,1,0,?,?,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
701,701,guan1269,1,0,1,0,?,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,?,1,1,?,1,?,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,?,?,1,?,1,0,0,1,0,1,1,1,0,?,0,0,0,1,?,0,1,1,1,1,0,?,?,?,?,1,1,1,0,0,?,?,?,0,0,0,1,0,0,0,?,?,0,1,1,0,0,0,1,?,1,0,0,?,?,0,0,0,0,0,?,?,?,?,?,?,0,1,0,0,0,0,0,0,?,?,?,?,?,0,0,?,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,?,0,0,1,0,?,0,?,?,0,0,0,0,?,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
706,706,gude1246,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,?,0,0,0,?,?,?,1,?,0,1,1,0,1,1,1,0,1,1,1,?,0,0,0,?,?,?,1,0,1,1,1,0,0,?,0,0,0,0,1,0,0,?,?,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,?,0,0,0,1,0,0,1,1,?,?,0,0,0,0,0,0,?,?,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,?,?
708,708,guer1243,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,?,?,?,?,0,0,1,0,0,1,1,1,?,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,?,?,1,1,1,1,0,1,1,0,0,0,?,1,0,1,?,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,?,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,?,?,1,?,0,0,1,0,0,0,0,0,1,1,0,0,0,0,?,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,?,?,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
711,711,guhu1244,?,?,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,?,?,?,0,0,0,0,0,0,0,0,?,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,?,0,1,0,0,0,0,?,?,1,?,0,0,0,1,1,1,0,1,0,1,?,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,?,?,0,0,0,0,?,0,?,?,1,?,1,0,0,1,0,0,0,1,0,1,0,0,0,0,?,0,0,1,0,?,0,0,0,1,?,1,1,0,0,0,0,0,0,0,0,0,0,0,?,?,1,?,?,?,?,?,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,?,1,0,0,1,0,1,0,1,1,0,0,1
733,733,hait1244,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,?,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,?,1,0,0,0,1,0,1,1,1,?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,?,?,?,?,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,?,0,0,1,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0,1,0,0,0,0,1,?,1,?,0,?,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1
734,734,haka1240,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,?,1,0,0,0,0,0,0,1,0,0,?,?,1,?,1,?,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,?,0,0,1,0,0,0,0,1,1,1,1,1,0,1,?,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,?,?,?,?,?,?,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,?,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,?,?,0,1,1,0,0,?,?,?,?,0,0,?,?,0,1,?,0,0,1,0,1,0,0,?,0,0,1,1,0,0,1,?,?,0,1,1,0,1,0
737,737,halh1238,0,0,0,0,?,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,0,0,0,1,1,1,0,1,?,1,1,0,0,?,0,0,0,0,0,0,1,1,1,1,0,0,1,0,?,1,0,0,1,0,1,1,0,?,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,?,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,?,0,0,1,?,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
738,738,hali1244,1,?,1,0,0,1,1,0,0,?,0,0,0,0,0,0,0,0,?,1,0,1,0,0,?,?,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,?,1,1,0,0,0,1,0,1,1,1,0,0,0,0,?,1,0,0,0,0,0,1,0,1,?,0,0,0,0,1,0,1,0,1,?,1,0,0,0,0,0,1,?,?,?,?,?,1,1,0,0,0,0,?,?,?,?,?,1,0,0,0,?,0,0,1,0,?,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,?,?,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1
740,740,hame1242,0,0,0,0,0,0,1,1,0,0,0,0,1,0,?,0,0,1,?,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,?,?,0,1,0,0,?,1,0,0,1,1,0,1,?,1,?,0,0,0,1,1,?,0,1,0,0,0,0,1,0,?,1,1,1,1,0,1,0,1,0,1,?,0,0,0,0,1,1,0,1,1,0,0,0,0,?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,?,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,?,?,0,0,1,1,0,?,?,?,1,0,0,1,0,?,?,?,1,0,1,?,0,0,0,0,1,0,0,0,0,1,0,1,0,1,?,?,0,1,1,0,0,1
745,745,haru1245,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,?,0,0,?,?,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,?,0,?,?,1,0,0,1,?,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,?,1,0,0,0,?,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,?,?,?,?,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,?,?,0,1,1,0,0,1
760,760,high1276,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,?,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,?,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,?,1,?,1,1,?,0,1,0,0,1,1,1,0,1,1,0,?,1,1,1,0,0,1,1,0,1,?,1,0,0,0,0,0,0,0,0,1,?,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0
765,765,hixk1239,?,0,0,0,1,?,1,1,0,1,0,0,0,1,?,0,0,1,?,1,1,1,0,0,1,0,0,?,1,?,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,?,1,0,0,1,1,?,?,1,1,1,1,0,1,?,1,?,?,?,?,0,0,?,0,0,1,0,0,1,1,0,0,0,0,?,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,?,1,0,1,1,0,0,0,0,?,?,?,?,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,?,0,0,0,?,0,0,1,1,0,0,0,0,0,?,0,0,0,1,1,0,1,0,1,?,?,?,1,1,0,0,0,0,?,?,?,0,0,1,0,0,0,0,1,0,1,1,?,?,1,1,0,0,1,?,?,1,0,0,1,0,1
775,775,hote1245,0,0,0,0,0,1,1,0,1,1,0,0,0,0,?,0,0,0,?,?,?,?,0,0,0,0,0,0,1,?,?,0,0,0,0,1,0,1,0,0,?,?,?,0,0,1,0,1,0,0,0,0,0,?,0,0,0,0,0,?,?,1,0,?,?,0,0,?,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,0,1,1,0,0,?,?,1,0,0,1,0,0,0,0,1,0,1,1,1,?,1,1,0,0,1,0,1,0,1,1,0,0,1
781,781,hual1241,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,?,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,?,1,1,1,0,0,0,0,?,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,?,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0
